Building DAG of jobs...
Using shell: /usr/bin/bash
Provided cores: 16
Rules claiming more threads will be scaled down.
Job counts:
	count	jobs
	1	strelka
	1

[Sat Mar 13 00:24:54 2021]
rule strelka:
    input: /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample4_CRL1622_S31.test.chr1.split.bam, /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample10_ARK1_S37.test.chr1.split.bam
    output: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test.chr1.vcf
    jobid: 0
    wildcards: samples=Sample10_ARK1_S37.test, chroms=chr1

[+] Loading strelka  2.9.0  on cn2407 

Successfully created workflow run script.
To execute the workflow, run the following script and set appropriate options:

/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr1/runWorkflow.py
[2021-03-13T05:24:55.945302] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Initiating pyFlow run
[2021-03-13T05:24:55.945739] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2021-03-13T05:24:55.946133] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] pyFlowVersion: 1.1.19
[2021-03-13T05:24:55.946564] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] pythonVersion: 2.7.15.final.0
[2021-03-13T05:24:55.947172] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] WorkingDir: '/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr1'
[2021-03-13T05:24:55.947964] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] ProcessCmdLine: './runWorkflow.py -m local -j 15'
[2021-03-13T05:24:55.948747] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] [RunParameters] mode: local
[2021-03-13T05:24:55.949237] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] [RunParameters] nCores: 15
[2021-03-13T05:24:55.949754] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] [RunParameters] memMb: 386450
[2021-03-13T05:24:55.950286] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] [RunParameters] dataDir: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr1/workspace/pyflow.data
[2021-03-13T05:24:55.951049] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2021-03-13T05:24:55.951740] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] [RunParameters] isContinue: False
[2021-03-13T05:24:55.952177] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2021-03-13T05:24:55.952622] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2021-03-13T05:24:55.953331] [cn2407.cit.nih.gov] [21101_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2021-03-13T05:24:55.954054] [cn2407.cit.nih.gov] [21101_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: UNKNOWN
[2021-03-13T05:24:56.004900] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.005856] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.007332] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.008197] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.009884] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.010999] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.012146] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.013915] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.015453] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.016334] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.017542] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.018797] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.020289] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.020998] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.021637] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.022463] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.024193] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.024776] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.025377] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.026760] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.027390] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.028177] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.029539] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.030377] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.031214] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.032624] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.033261] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.034251] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.036095] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.036926] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.038043] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.040069] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.041260] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.043163] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.044291] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.046047] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.046863] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.048098] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.049523] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.050282] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.051299] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.053004] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.055126] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.055768] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.056604] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.058805] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.059576] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.060370] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.062726] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.063694] [cn2407.cit.nih.gov] [21101_1] [TaskManager] Completed command task: 'CallGenome+makeTmpDir' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:56.065787] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.066659] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.067377] [cn2407.cit.nih.gov] [21101_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0019' from sub-workflow 'CallGenome'
[2021-03-13T05:24:56.068139] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.068841] [cn2407.cit.nih.gov] [21101_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0005' from sub-workflow 'CallGenome'
[2021-03-13T05:24:56.069811] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.070878] [cn2407.cit.nih.gov] [21101_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0020' from sub-workflow 'CallGenome'
[2021-03-13T05:24:56.071944] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.073592] [cn2407.cit.nih.gov] [21101_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0010' from sub-workflow 'CallGenome'
[2021-03-13T05:24:56.075008] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.075929] [cn2407.cit.nih.gov] [21101_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_000_chr1_0019] Task initiated on local node
[2021-03-13T05:24:56.077393] [cn2407.cit.nih.gov] [21101_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0015' from sub-workflow 'CallGenome'
[2021-03-13T05:24:56.078218] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.078811] [cn2407.cit.nih.gov] [21101_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0009' from sub-workflow 'CallGenome'
[2021-03-13T05:24:56.082520] [cn2407.cit.nih.gov] [21101_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.083607] [cn2407.cit.nih.gov] [21101_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_000_chr1_0005] Task initiated on local node
