Building DAG of jobs...
Using shell: /usr/bin/bash
Provided cores: 16
Rules claiming more threads will be scaled down.
Job counts:
	count	jobs
	1	strelka
	1

[Sat Mar 13 00:23:58 2021]
rule strelka:
    input: /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample4_CRL1622_S31.test.chrX.split.bam, /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample10_ARK1_S37.test.chrX.split.bam
    output: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test.chrX.vcf
    jobid: 0
    wildcards: samples=Sample10_ARK1_S37.test, chroms=chrX

[+] Loading strelka  2.9.0  on cn2418 

Successfully created workflow run script.
To execute the workflow, run the following script and set appropriate options:

/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chrX/runWorkflow.py
[2021-03-13T05:24:02.358014] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Initiating pyFlow run
[2021-03-13T05:24:02.358678] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2021-03-13T05:24:02.359634] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] pyFlowVersion: 1.1.19
[2021-03-13T05:24:02.360590] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] pythonVersion: 2.7.15.final.0
[2021-03-13T05:24:02.361297] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] WorkingDir: '/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chrX'
[2021-03-13T05:24:02.361984] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] ProcessCmdLine: './runWorkflow.py -m local -j 15'
[2021-03-13T05:24:02.362870] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] [RunParameters] mode: local
[2021-03-13T05:24:02.363646] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] [RunParameters] nCores: 15
[2021-03-13T05:24:02.364512] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] [RunParameters] memMb: 386450
[2021-03-13T05:24:02.365200] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] [RunParameters] dataDir: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chrX/workspace/pyflow.data
[2021-03-13T05:24:02.366413] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2021-03-13T05:24:02.367484] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] [RunParameters] isContinue: False
[2021-03-13T05:24:02.368409] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2021-03-13T05:24:02.369050] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2021-03-13T05:24:02.370071] [cn2418.cit.nih.gov] [64751_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2021-03-13T05:24:02.371143] [cn2418.cit.nih.gov] [64751_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: UNKNOWN
[2021-03-13T05:24:02.403370] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.404905] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.405915] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.408417] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.409361] [cn2418.cit.nih.gov] [64751_1] [TaskRunner:CallGenome+makeTmpDir] Task initiated on local node
[2021-03-13T05:24:02.410253] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.411862] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.412715] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.414107] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.415574] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.416715] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.417816] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.418879] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.420441] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.421528] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.422891] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.423976] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.424855] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.426306] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.427213] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.428466] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.429715] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.430922] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.432447] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.433438] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.434557] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.435650] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.436587] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.437757] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.438849] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.440155] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.441227] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.442274] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.443113] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.444458] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.446658] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.448595] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.449415] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.451397] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.452316] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.453441] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.454515] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.455550] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.457330] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.458403] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.459398] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.461478] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.463778] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.465686] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.466830] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.469266] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.470256] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.471377] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.472402] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.474457] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.475439] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.477127] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.478229] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.480770] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.481715] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.482822] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.484806] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.486024] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.486957] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.488710] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.489793] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.491987] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.492712] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.493763] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.495503] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.496880] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.499314] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.500345] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.502774] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.503907] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.504951] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.507366] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.508453] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.510844] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.511958] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.513934] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.515014] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.517080] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.517865] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.518921] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.521501] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.523628] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.524476] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.525579] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.528022] [cn2418.cit.nih.gov] [64751_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0007' to sub-workflow 'CallGenome'
