Building DAG of jobs...
Using shell: /usr/bin/bash
Provided cores: 4
Rules claiming more threads will be scaled down.
Job counts:
	count	jobs
	1	gatk_mutect2
	1

[Sat Mar 13 00:23:58 2021]
rule gatk_mutect2:
    input: /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample4_CRL1622_S31.test.chr1.split.bam, /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample10_ARK1_S37.test.chr1.split.bam
    output: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/mutect2_out/chrom_split/Sample10_ARK1_S37.test.chr1.vcf, /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/mutect2_out/chrom_split/Sample10_ARK1_S37.test.chr1.f1r2.tar.gz, /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/mutect2_out/chrom_split/Sample10_ARK1_S37.test.chr1.vcf.stats
    jobid: 0
    wildcards: samples=Sample10_ARK1_S37.test, chroms=chr1
    threads: 2

[+] Loading gcc  9.2.0  ... 
[+] Loading GSL 2.6 for GCC 9.2.0 ... 
[-] Unloading gcc  9.2.0  ... 
[+] Loading gcc  9.2.0  ... 
[+] Loading openmpi 3.1.4  for GCC 9.2.0 
[+] Loading ImageMagick  7.0.8  on cn4483 
[+] Loading HDF5  1.10.4 
[-] Unloading gcc  9.2.0  ... 
[+] Loading gcc  9.2.0  ... 
[+] Loading NetCDF 4.7.4_gcc9.2.0 
[+] Loading pandoc  2.11.4  on cn4483 
[+] Loading R 3.6.3 
[+] Loading GATK  4.1.4.1 

GATK/4 includes its own python environment. Loading a different python
environment
after the GATK module will result in some tools failing. Conversely, the python
environment included with GATK/4 will override any python modules you may
already
have loaded.


00:24:04.365 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/usr/local/apps/GATK/4.1.4.1/gatk-package-4.1.4.1-local.jar!/com/intel/gkl/native/libgkl_compression.so
Mar 13, 2021 12:24:04 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
00:24:04.627 INFO  Mutect2 - ------------------------------------------------------------
00:24:04.628 INFO  Mutect2 - The Genome Analysis Toolkit (GATK) v4.1.4.1
00:24:04.628 INFO  Mutect2 - For support and documentation go to https://software.broadinstitute.org/gatk/
00:24:04.628 INFO  Mutect2 - Executing as tandonm@cn4483 on Linux v3.10.0-862.14.4.el7.x86_64 amd64
00:24:04.628 INFO  Mutect2 - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_181-b13
00:24:04.628 INFO  Mutect2 - Start Date/Time: March 13, 2021 12:24:04 AM EST
00:24:04.628 INFO  Mutect2 - ------------------------------------------------------------
00:24:04.628 INFO  Mutect2 - ------------------------------------------------------------
00:24:04.629 INFO  Mutect2 - HTSJDK Version: 2.21.0
00:24:04.629 INFO  Mutect2 - Picard Version: 2.21.2
00:24:04.629 INFO  Mutect2 - HTSJDK Defaults.COMPRESSION_LEVEL : 2
00:24:04.629 INFO  Mutect2 - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
00:24:04.629 INFO  Mutect2 - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
00:24:04.629 INFO  Mutect2 - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
00:24:04.630 INFO  Mutect2 - Deflater: IntelDeflater
00:24:04.630 INFO  Mutect2 - Inflater: IntelInflater
00:24:04.630 INFO  Mutect2 - GCS max retries/reopens: 20
00:24:04.630 INFO  Mutect2 - Requester pays: disabled
00:24:04.630 INFO  Mutect2 - Initializing engine
00:24:05.496 INFO  FeatureManager - Using codec VCFCodec to read file file:///data/CCBR_Pipeliner/db/PipeDB/lib/hg38.noCOSMIC_ClinVar.pon.vcf.gz
00:24:05.760 INFO  FeatureManager - Using codec VCFCodec to read file file:///data/MA_shared/justin_wes_pipe/somatic-hg38-af-only-gnomad.hg38.vcf.gz
00:24:05.968 INFO  IntervalArgumentCollection - Processing 248956422 bp from intervals
00:24:06.088 INFO  Mutect2 - Done initializing engine
00:24:06.225 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/usr/local/apps/GATK/4.1.4.1/gatk-package-4.1.4.1-local.jar!/com/intel/gkl/native/libgkl_utils.so
00:24:06.227 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/usr/local/apps/GATK/4.1.4.1/gatk-package-4.1.4.1-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
00:24:06.295 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
00:24:06.295 INFO  IntelPairHmm - Available threads: 2
00:24:06.295 INFO  IntelPairHmm - Requested threads: 4
00:24:06.295 WARN  IntelPairHmm - Using 2 available threads, but 4 were requested
00:24:06.295 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
00:24:06.477 INFO  ProgressMeter - Starting traversal
00:24:06.477 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
00:34:50.347 INFO  ProgressMeter -       chr1:235016340             10.7                822940          76686.9
00:35:00.347 INFO  ProgressMeter -       chr1:236894915             10.9                829950          76157.3
00:35:10.359 INFO  ProgressMeter -       chr1:241687960             11.1                846690          76521.7
00:35:20.360 INFO  ProgressMeter -       chr1:246952183             11.2                865120          77027.0
00:35:31.190 INFO  ProgressMeter -       chr1:248062990             11.4                869090          76156.6
00:35:37.109 INFO  Mutect2 - 570904 read(s) filtered by: (((((((((((MappingQualityReadFilter AND MappingQualityAvailableReadFilter) AND MappingQualityNotZeroReadFilter) AND MappedReadFilter) AND NotSecondaryAlignmentReadFilter) AND NotDuplicateReadFilter) AND PassesVendorQualityCheckReadFilter) AND NonChimericOriginalAlignmentReadFilter) AND NonZeroReferenceLengthAlignmentReadFilter) AND ReadLengthReadFilter) AND GoodCigarReadFilter) AND WellformedReadFilter)
  570904 read(s) filtered by: ((((((((((MappingQualityReadFilter AND MappingQualityAvailableReadFilter) AND MappingQualityNotZeroReadFilter) AND MappedReadFilter) AND NotSecondaryAlignmentReadFilter) AND NotDuplicateReadFilter) AND PassesVendorQualityCheckReadFilter) AND NonChimericOriginalAlignmentReadFilter) AND NonZeroReferenceLengthAlignmentReadFilter) AND ReadLengthReadFilter) AND GoodCigarReadFilter)
      570904 read(s) filtered by: (((((((((MappingQualityReadFilter AND MappingQualityAvailableReadFilter) AND MappingQualityNotZeroReadFilter) AND MappedReadFilter) AND NotSecondaryAlignmentReadFilter) AND NotDuplicateReadFilter) AND PassesVendorQualityCheckReadFilter) AND NonChimericOriginalAlignmentReadFilter) AND NonZeroReferenceLengthAlignmentReadFilter) AND ReadLengthReadFilter)
          550578 read(s) filtered by: ((((((((MappingQualityReadFilter AND MappingQualityAvailableReadFilter) AND MappingQualityNotZeroReadFilter) AND MappedReadFilter) AND NotSecondaryAlignmentReadFilter) AND NotDuplicateReadFilter) AND PassesVendorQualityCheckReadFilter) AND NonChimericOriginalAlignmentReadFilter) AND NonZeroReferenceLengthAlignmentReadFilter)
              550578 read(s) filtered by: (((((((MappingQualityReadFilter AND MappingQualityAvailableReadFilter) AND MappingQualityNotZeroReadFilter) AND MappedReadFilter) AND NotSecondaryAlignmentReadFilter) AND NotDuplicateReadFilter) AND PassesVendorQualityCheckReadFilter) AND NonChimericOriginalAlignmentReadFilter)
                  550578 read(s) filtered by: ((((((MappingQualityReadFilter AND MappingQualityAvailableReadFilter) AND MappingQualityNotZeroReadFilter) AND MappedReadFilter) AND NotSecondaryAlignmentReadFilter) AND NotDuplicateReadFilter) AND PassesVendorQualityCheckReadFilter)
                      550578 read(s) filtered by: (((((MappingQualityReadFilter AND MappingQualityAvailableReadFilter) AND MappingQualityNotZeroReadFilter) AND MappedReadFilter) AND NotSecondaryAlignmentReadFilter) AND NotDuplicateReadFilter)
                          377150 read(s) filtered by: ((((MappingQualityReadFilter AND MappingQualityAvailableReadFilter) AND MappingQualityNotZeroReadFilter) AND MappedReadFilter) AND NotSecondaryAlignmentReadFilter)
                              375553 read(s) filtered by: (((MappingQualityReadFilter AND MappingQualityAvailableReadFilter) AND MappingQualityNotZeroReadFilter) AND MappedReadFilter)
                                  375553 read(s) filtered by: ((MappingQualityReadFilter AND MappingQualityAvailableReadFilter) AND MappingQualityNotZeroReadFilter)
                                      375553 read(s) filtered by: (MappingQualityReadFilter AND MappingQualityAvailableReadFilter)
                                          375553 read(s) filtered by: MappingQualityReadFilter 
                              1597 read(s) filtered by: NotSecondaryAlignmentReadFilter 
                          173428 read(s) filtered by: NotDuplicateReadFilter 
          20326 read(s) filtered by: ReadLengthReadFilter 

00:35:37.110 INFO  ProgressMeter -       chr1:248955223             11.5                872183          75772.5
00:35:37.110 INFO  ProgressMeter - Traversal complete. Processed 872183 total regions in 11.5 minutes.
00:35:37.652 INFO  VectorLoglessPairHMM - Time spent in setup for JNI call : 0.253289121
00:35:37.652 INFO  PairHMM - Total compute time in PairHMM computeLogLikelihoods() : 34.391984333
00:35:37.652 INFO  SmithWatermanAligner - Total compute time in java Smith-Waterman : 46.10 sec
00:35:37.653 INFO  Mutect2 - Shutting down engine
[March 13, 2021 12:35:37 AM EST] org.broadinstitute.hellbender.tools.walkers.mutect.Mutect2 done. Elapsed time: 11.56 minutes.
Runtime.totalMemory()=2087714816
Tool returned:
SUCCESS
Using GATK jar /usr/local/apps/GATK/4.1.4.1/gatk-package-4.1.4.1-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /usr/local/apps/GATK/4.1.4.1/gatk-package-4.1.4.1-local.jar Mutect2 -R /data/tandonm/pl_test_data/human/genome/hg38/Homo_sapiens_assembly38.fasta -I /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample10_ARK1_S37.test.chr1.split.bam -I /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample4_CRL1622_S31.test.chr1.split.bam -normal Sample4_CRL1622_S31.test --panel-of-normals /data/CCBR_Pipeliner/db/PipeDB/lib/hg38.noCOSMIC_ClinVar.pon.vcf.gz --germline-resource /data/MA_shared/justin_wes_pipe/somatic-hg38-af-only-gnomad.hg38.vcf.gz -L chr1 -O /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/mutect2_out/chrom_split/Sample10_ARK1_S37.test.chr1.vcf --f1r2-tar-gz /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/mutect2_out/chrom_split/Sample10_ARK1_S37.test.chr1.f1r2.tar.gz --independent-mates
[Sat Mar 13 00:35:37 2021]
Finished job 0.
1 of 1 steps (100%) done
{'Sample10_ARK1_S37.test': '--variant:strelka /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/vcf/Sample10_ARK1_S37.test.FINAL.vcf --variant:vardict /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/vardict_out/vcf/Sample10_ARK1_S37.test.FINAL.vcf --variant:varscan /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/varscan_out/vcf/Sample10_ARK1_S37.test.FINAL.vcf --variant:mutect2 /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/mutect2_out/vcf/Sample10_ARK1_S37.test.FINAL.vcf --variant:mutect /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/mutect_out/vcf/Sample10_ARK1_S37.test.FINAL.vcf', 'Sample11_ACI_158_S38.test': '--variant:strelka /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/vcf/Sample11_ACI_158_S38.test.FINAL.vcf --variant:vardict /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/vardict_out/vcf/Sample11_ACI_158_S38.test.FINAL.vcf --variant:varscan /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/varscan_out/vcf/Sample11_ACI_158_S38.test.FINAL.vcf --variant:mutect2 /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/mutect2_out/vcf/Sample11_ACI_158_S38.test.FINAL.vcf --variant:mutect /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/mutect_out/vcf/Sample11_ACI_158_S38.test.FINAL.vcf'}
