Building DAG of jobs...
Using shell: /usr/bin/bash
Provided cores: 16
Rules claiming more threads will be scaled down.
Job counts:
	count	jobs
	1	strelka
	1

[Sat Mar 13 00:23:58 2021]
rule strelka:
    input: /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample4_CRL1622_S31.test.chr9.split.bam, /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample10_ARK1_S37.test.chr9.split.bam
    output: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test.chr9.vcf
    jobid: 0
    wildcards: samples=Sample10_ARK1_S37.test, chroms=chr9

[+] Loading strelka  2.9.0  on cn2412 

Successfully created workflow run script.
To execute the workflow, run the following script and set appropriate options:

/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr9/runWorkflow.py
[2021-03-13T05:24:02.693951] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Initiating pyFlow run
[2021-03-13T05:24:02.694844] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2021-03-13T05:24:02.695554] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] pyFlowVersion: 1.1.19
[2021-03-13T05:24:02.696379] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] pythonVersion: 2.7.15.final.0
[2021-03-13T05:24:02.697362] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] WorkingDir: '/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr9'
[2021-03-13T05:24:02.698566] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] ProcessCmdLine: './runWorkflow.py -m local -j 15'
[2021-03-13T05:24:02.699431] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] [RunParameters] mode: local
[2021-03-13T05:24:02.700271] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] [RunParameters] nCores: 15
[2021-03-13T05:24:02.701167] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] [RunParameters] memMb: 386450
[2021-03-13T05:24:02.702133] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] [RunParameters] dataDir: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr9/workspace/pyflow.data
[2021-03-13T05:24:02.703363] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2021-03-13T05:24:02.704400] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] [RunParameters] isContinue: False
[2021-03-13T05:24:02.705338] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2021-03-13T05:24:02.707037] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2021-03-13T05:24:02.709178] [cn2412.cit.nih.gov] [1120_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2021-03-13T05:24:02.710110] [cn2412.cit.nih.gov] [1120_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: UNKNOWN
[2021-03-13T05:24:02.743040] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.744187] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.745574] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.746757] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.749114] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.750564] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.751959] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.753168] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.754831] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.755902] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.757635] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.758670] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.760268] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.761394] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.762924] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.764312] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.765713] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.766598] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.768234] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.769134] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.770724] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.771541] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.772524] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.774258] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.775699] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.777107] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.778189] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.779476] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.780631] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.781733] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.783046] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_000_chr1_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.784399] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_000_chr1_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.786110] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.787542] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.788802] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.790214] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.791969] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.793296] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.795049] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.796520] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.798490] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.799564] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.801444] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.802988] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.804946] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.805832] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.807010] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.809213] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.810483] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.813554] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.815034] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.817903] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.820479] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.822646] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.827196] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.831063] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.837294] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.843592] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.845668] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.847875] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.849171] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.851645] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.852695] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.853727] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.855255] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.856129] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.857685] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.859414] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.860496] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.862717] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.863781] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.864802] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.866484] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.867311] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.868618] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.870478] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.871509] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.872629] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.873496] [cn2412.cit.nih.gov] [1120_1] [TaskManager] Completed command task: 'CallGenome+makeTmpDir' launched from sub-workflow 'CallGenome'
[2021-03-13T05:24:02.875890] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.877166] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.878292] [cn2412.cit.nih.gov] [1120_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0005' from sub-workflow 'CallGenome'
[2021-03-13T05:24:02.879431] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.880288] [cn2412.cit.nih.gov] [1120_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0018' from sub-workflow 'CallGenome'
[2021-03-13T05:24:02.881327] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.882362] [cn2412.cit.nih.gov] [1120_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0010' from sub-workflow 'CallGenome'
[2021-03-13T05:24:02.883879] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.885693] [cn2412.cit.nih.gov] [1120_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0012' from sub-workflow 'CallGenome'
[2021-03-13T05:24:02.887624] [cn2412.cit.nih.gov] [1120_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_000_chr1_0005] Task initiated on local node
[2021-03-13T05:24:02.889353] [cn2412.cit.nih.gov] [1120_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:02.891046] [cn2412.cit.nih.gov] [1120_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0020' from sub-workflow 'CallGenome'
