Building DAG of jobs...
Using shell: /usr/bin/bash
Provided cores: 16
Rules claiming more threads will be scaled down.
Job counts:
	count	jobs
	1	strelka
	1

[Sat Mar 13 00:24:54 2021]
rule strelka:
    input: /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample4_CRL1622_S31.test.chr2.split.bam, /spin1/scratch/tandonm/pipeline_out/tn_test_1/bams/chrom_split/Sample10_ARK1_S37.test.chr2.split.bam
    output: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test.chr2.vcf
    jobid: 0
    wildcards: samples=Sample10_ARK1_S37.test, chroms=chr2

[+] Loading strelka  2.9.0  on cn2425 

Successfully created workflow run script.
To execute the workflow, run the following script and set appropriate options:

/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr2/runWorkflow.py
[2021-03-13T05:24:56.032774] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Initiating pyFlow run
[2021-03-13T05:24:56.033213] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2021-03-13T05:24:56.033588] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] pyFlowVersion: 1.1.19
[2021-03-13T05:24:56.033955] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] pythonVersion: 2.7.15.final.0
[2021-03-13T05:24:56.034450] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] WorkingDir: '/spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr2'
[2021-03-13T05:24:56.035020] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] ProcessCmdLine: './runWorkflow.py -m local -j 15'
[2021-03-13T05:24:56.035595] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] [RunParameters] mode: local
[2021-03-13T05:24:56.036132] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] [RunParameters] nCores: 15
[2021-03-13T05:24:56.036691] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] [RunParameters] memMb: 386450
[2021-03-13T05:24:56.037185] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] [RunParameters] dataDir: /spin1/scratch/tandonm/pipeline_out/tn_test_1/somatic/SNP_Indels/strelka_out/chrom_split/Sample10_ARK1_S37.test/chr2/workspace/pyflow.data
[2021-03-13T05:24:56.037624] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2021-03-13T05:24:56.038287] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] [RunParameters] isContinue: False
[2021-03-13T05:24:56.038879] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2021-03-13T05:24:56.039322] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2021-03-13T05:24:56.040046] [cn2425.cit.nih.gov] [2274_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2021-03-13T05:24:56.041050] [cn2425.cit.nih.gov] [2274_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: UNKNOWN
[2021-03-13T05:24:56.115849] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.117215] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.118083] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.118957] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0008' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.120956] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.121598] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0009' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.122614] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.124658] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0010' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.125502] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.126278] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0011' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.128465] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.129250] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0012' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.130198] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.131810] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0013' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.132933] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.134949] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0014' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.135805] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.136424] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0015' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.138142] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.138657] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0016' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.139545] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.141294] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0017' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.142066] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.142724] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0018' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.144585] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.145370] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0019' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.146318] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.148655] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_001_chr2_0020' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.149400] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.150268] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0000' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.152211] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.153064] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0001' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.153980] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.156628] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0002' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.157303] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.158060] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0003' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.160706] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.161282] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0004' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.162140] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.164152] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0005' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.165258] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.166215] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0006' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.168750] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+callGenomeSegment_chromId_002_chr3_0007' to sub-workflow 'CallGenome'
[2021-03-13T05:24:56.169429] [cn2425.cit.nih.gov] [2274_1] [WorkflowRunner] Adding command task 'CallGenome+compressSegmentOutput_chromId_002_chr3_0007' to sub-workflow 'CallGenome'
